pair_id,child_id_1,child_id_2,ei_id_1,ei_id_2,assigned,driving_distance,driving_time
1075,65e5cb8538f826f292671fec,NULL,65d75a2ce09e67e025e8cd30,NULL,0,11.8467,16.7697
1076,65d8c087e09e67e025e8cd8e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,54.6798,59.244
1077,65e5cd3c38f826f292671fef,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.80103,9.07828
1078,65e5cdba38f826f292671ff0,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.78255,9.06941
1079,65e5ce6238f826f292671ff1,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.386,39.7166
1080,65e5cef438f826f292671ff2,NULL,65d75a2ce09e67e025e8cd30,NULL,0,31.4844,46.26
1081,65e5cfc338f826f292671ff3,NULL,65d75a2ce09e67e025e8cd30,NULL,0,20.8383,28.7123
1082,65e5d02938f826f292671ff4,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.1961,28.4787
1083,65e5d0cf38f826f292671ff5,NULL,65d75a2ce09e67e025e8cd30,NULL,0,32.6626,46.7615
1084,65d8bc1ee09e67e025e8cd86,65d8be2ae09e67e025e8cd8a,NULL,NULL,0,0,0
1085,65d8bc1ee09e67e025e8cd86,65d8c01ee09e67e025e8cd8d,NULL,NULL,0,0,0
1086,65d8bc1ee09e67e025e8cd86,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.386,60.3473
1087,65d8be2ae09e67e025e8cd8a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.386,60.3473
1088,65d8c01ee09e67e025e8cd8d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.386,60.3473
1089,65e5d15e38f826f292671ff6,65e5d23538f826f292671ff7,NULL,NULL,0,0,0
1090,65e5d15e38f826f292671ff6,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.385,37.535
1091,65e5d23538f826f292671ff7,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.385,37.535
1092,65d8bcaae09e67e025e8cd87,NULL,65d75a2ce09e67e025e8cd30,NULL,0,29.0361,37.4773
1093,65e5d29138f826f292671ff8,NULL,65d75a2ce09e67e025e8cd30,NULL,0,12.3567,21.1011
1094,65e5d32138f826f292671ff9,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.8912,34.0016
1095,65e5d38f38f826f292671ffa,NULL,65d75a2ce09e67e025e8cd30,NULL,0,14.7402,27.324
1096,65d8b945e09e67e025e8cd81,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.4684,23.6379
1097,65e5d41e38f826f292671ffb,NULL,65d75a2ce09e67e025e8cd30,NULL,0,12.9781,18.9554
1098,65d8ba3ae09e67e025e8cd83,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.6804,35.9838
1099,65e5d4d238f826f292671ffc,NULL,65d75a2ce09e67e025e8cd30,NULL,0,7.91997,15.8941
1100,65d8cddbe09e67e025e8cda3,NULL,65d75a2ce09e67e025e8cd30,NULL,0,10.9627,20.167
1101,65e5d5d038f826f292671ffe,NULL,65d75a2ce09e67e025e8cd30,NULL,0,11.7466,21.7035
1102,65d8ce46e09e67e025e8cda4,NULL,65d75a2ce09e67e025e8cd30,NULL,0,13.4709,20.7666
1103,65e5d62e38f826f292671fff,NULL,65d75a2ce09e67e025e8cd30,NULL,0,13.4369,22.6392
1104,65d8ceb4e09e67e025e8cda5,NULL,65d75a2ce09e67e025e8cd30,NULL,0,20.1629,26.8556
1105,65e5d6b638f826f292672000,NULL,65d75a2ce09e67e025e8cd30,NULL,0,10.9647,20.3252
1106,65d8cf15e09e67e025e8cda6,NULL,65d75a2ce09e67e025e8cd30,NULL,0,30.4251,40.7549
1107,65e5d71c38f826f292672001,NULL,65d75a2ce09e67e025e8cd30,NULL,0,7.84832,15.3978
1108,65d8ccefe09e67e025e8cda1,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.4839,23.8676
1109,65e5d87138f826f292672004,65e5d8f938f826f292672005,NULL,NULL,0,0,0
1110,65e5d87138f826f292672004,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.0918,40.4323
1111,65e5d8f938f826f292672005,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.0918,40.4323
1112,65d8cd61e09e67e025e8cda2,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.45041,18.8369
1113,65e5d95538f826f292672006,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.66703,16.7493
1114,65d8c627e09e67e025e8cd99,NULL,65d75a2ce09e67e025e8cd30,NULL,0,29.5754,36.3093
1115,65e5daec38f826f292672009,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.05461,7.48483
1116,65d8c6f1e09e67e025e8cd9a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,31.9116,39.6332
1117,65e5db4d38f826f29267200a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.86447,9.35048
1118,65d8c9a4e09e67e025e8cd9b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.86801,18.3645
1119,65e5db9f38f826f29267200b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,5.61982,10.205
1120,65d8ca17e09e67e025e8cd9c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.8741,32.5161
1121,65e5dbff38f826f29267200c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.19936,18.4409
1122,65d8c532e09e67e025e8cd97,NULL,65d75a2ce09e67e025e8cd30,NULL,0,54.1142,58.5016
1123,65e5dd2b38f826f29267200f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,7.98632,15.4207
1125,65d8c590e09e67e025e8cd98,NULL,65d75a2ce09e67e025e8cd30,NULL,0,29.1147,37.0089
1127,65e5dd8a38f826f292672010,NULL,65d75a2ce09e67e025e8cd30,NULL,0,2.89115,7.63098
1128,65e5dded38f826f292672011,NULL,65d75a2ce09e67e025e8cd30,NULL,0,16.1899,24.6701
1129,65e5dec738f826f292672012,NULL,65d75a2ce09e67e025e8cd30,NULL,0,0.810152,3.01455
1130,65d76799e09e67e025e8cd46,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.90024,17.1104
1131,65e5df2638f826f292672013,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.87212,8.3291
1132,65e5df8638f826f292672014,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.33131,8.98799
1133,65e5e03138f826f292672016,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.28756,16.9802
1134,65e5e0b738f826f292672017,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.42004,8.86402
1135,65e5e11438f826f292672018,NULL,65d75a2ce09e67e025e8cd30,NULL,0,2.50672,6.54773
1136,65e5e1d638f826f292672019,NULL,65d75a2ce09e67e025e8cd30,NULL,0,9.56351,16.4733
1137,65e5e28638f826f29267201a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,2.79143,7.01414
1138,65e5e2dc38f826f29267201b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,2.29686,5.87804
1139,65e5e58338f826f29267201d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.3619,23.2995
1140,65e5e69338f826f29267201f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,16.7981,20.1903
1141,65d76829e09e67e025e8cd47,NULL,65d75a2ce09e67e025e8cd30,NULL,0,45.8831,67.4517
1142,65e5e6f638f826f292672020,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.1343,32.2299
1143,65e5e76038f826f292672021,NULL,65d75a2ce09e67e025e8cd30,NULL,0,22.4928,28.2849
1144,65e5fcaa38f826f292672022,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.9861,30.5253
1145,65e5fd0e38f826f292672023,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.8087,32.5463
1146,65e5fd6538f826f292672024,NULL,65d75a2ce09e67e025e8cd30,NULL,0,12.3468,19.4323
1147,65e5ff2d38f826f292672026,NULL,65d75a2ce09e67e025e8cd30,NULL,0,27.089,33.7469
1148,65e5ff9838f826f292672027,NULL,65d75a2ce09e67e025e8cd30,NULL,0,23.51,27.1092
1149,65e5ffef38f826f292672028,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.1651,30.2459
1150,65e6004638f826f292672029,NULL,65d75a2ce09e67e025e8cd30,NULL,0,23.3204,27.1713
1151,65e6009738f826f29267202a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,18.7224,27.8038
1152,65d76956e09e67e025e8cd48,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.8329,63.606
1153,65e601b138f826f29267202b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.2782,31.67
1154,65e6021338f826f29267202c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,15.9627,21.939
1155,65e6027b38f826f29267202d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.3713,29.9744
1156,65e602f838f826f29267202e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,22.5325,28.8765
1157,65e6038938f826f29267202f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,26.4377,33.0647
1158,65e603f238f826f292672030,NULL,65d75a2ce09e67e025e8cd30,NULL,0,23.1206,26.9761
1159,65e6044938f826f292672031,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.1857,29.0034
1160,65e6049b38f826f292672032,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.0884,28.1804
1161,65ef076606e0a866af56d202,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.3719,78.3826
1162,65d769fde09e67e025e8cd49,NULL,65d75a2ce09e67e025e8cd30,NULL,0,37.5479,53.1198
1163,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75c59e09e67e025e8cd32,0,36.7582,48.2488
1164,65d76b1ee09e67e025e8cd4a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,49.3874,57.3438
1165,65d76bb7e09e67e025e8cd4b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.3741,59.3448
1166,65d76c25e09e67e025e8cd4c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,33.1511,46.5788
1167,65d76ca3e09e67e025e8cd4d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.9755,39.567
1168,65d76d38e09e67e025e8cd4e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,65.0229,75.1965
1169,65d76dcae09e67e025e8cd4f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,39.3889,54.3962
1170,65d76e6de09e67e025e8cd50,NULL,65d75a2ce09e67e025e8cd30,NULL,0,29.4158,41.0858
1171,65d76f01e09e67e025e8cd51,NULL,65d75a2ce09e67e025e8cd30,NULL,0,51.612,61.9076
1172,65d76f7ae09e67e025e8cd52,NULL,65d75a2ce09e67e025e8cd30,NULL,0,38.1838,51.0149
1173,65d76ff5e09e67e025e8cd53,NULL,65d75a2ce09e67e025e8cd30,NULL,0,49.5109,58.0766
1174,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75c87e09e67e025e8cd33,0,3.29009,7.91787
1175,65d77069e09e67e025e8cd54,NULL,65d75a2ce09e67e025e8cd30,NULL,0,50.1481,59.7127
1176,65d770fde09e67e025e8cd55,NULL,65d75a2ce09e67e025e8cd30,NULL,0,50.26,49.7839
1177,65d771a3e09e67e025e8cd5a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,8.90107,16.1705
1178,65d7725be09e67e025e8cd5b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,4.94562,11.3379
1179,65d772ffe09e67e025e8cd5c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.1634,21.4392
1180,65d773a1e09e67e025e8cd5d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,6.76617,12.0327
1181,65d77c78e09e67e025e8cd5e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,2.71759,7.51856
1182,65d77d33e09e67e025e8cd5f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,11.1664,15.7488
1183,65d77ed6e09e67e025e8cd60,NULL,65d75a2ce09e67e025e8cd30,NULL,0,26.1135,39.2005
1184,65d77f4de09e67e025e8cd61,NULL,65d75a2ce09e67e025e8cd30,NULL,0,10.088,19.9088
1185,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75cb9e09e67e025e8cd34,0,13.8118,23.9897
1186,65d77fdce09e67e025e8cd62,65d78068e09e67e025e8cd63,NULL,NULL,0,0,0
1187,65d77fdce09e67e025e8cd62,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.7654,26.7048
1188,65d78068e09e67e025e8cd63,NULL,65d75a2ce09e67e025e8cd30,NULL,0,17.7654,26.7048
1189,65d780cee09e67e025e8cd64,65d78173e09e67e025e8cd65,NULL,NULL,0,0,0
1190,65d780cee09e67e025e8cd64,NULL,65d75a2ce09e67e025e8cd30,NULL,0,10.4814,18.009
1191,65d78173e09e67e025e8cd65,NULL,65d75a2ce09e67e025e8cd30,NULL,0,10.4814,18.009
1192,65d78213e09e67e025e8cd66,NULL,65d75a2ce09e67e025e8cd30,NULL,0,8.04807,16.3246
1193,65d782a0e09e67e025e8cd67,NULL,65d75a2ce09e67e025e8cd30,NULL,0,6.25286,14.2313
1194,65d7830de09e67e025e8cd68,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.37107,7.88159
1195,65d78390e09e67e025e8cd69,NULL,65d75a2ce09e67e025e8cd30,NULL,0,18.2884,25.5664
1196,65d7842ee09e67e025e8cd6a,65d78493e09e67e025e8cd6b,NULL,NULL,0,0,0
1197,65d7842ee09e67e025e8cd6a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,6.82684,13.0395
1198,65d78493e09e67e025e8cd6b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,6.82684,13.0395
1199,65d7852de09e67e025e8cd6c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,3.28258,8.01836
1200,65d785dee09e67e025e8cd6d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,42.9958,62.2261
1201,65d7864fe09e67e025e8cd6e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,43.7488,65.2356
1202,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75ce1e09e67e025e8cd35,0,19.9067,25.6766
1203,65d786e0e09e67e025e8cd6f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,46.0645,68.07
1204,65d78775e09e67e025e8cd70,NULL,65d75a2ce09e67e025e8cd30,NULL,0,44.6562,66.5663
1205,65d787f5e09e67e025e8cd71,65d7886ae09e67e025e8cd72,NULL,NULL,0,0,0
1206,65d787f5e09e67e025e8cd71,NULL,65d75a2ce09e67e025e8cd30,NULL,0,49.9729,75.5682
1207,65d7886ae09e67e025e8cd72,NULL,65d75a2ce09e67e025e8cd30,NULL,0,49.9729,75.5682
1208,65d788d6e09e67e025e8cd73,NULL,65d75a2ce09e67e025e8cd30,NULL,0,37.7136,55.4571
1209,65d89f0de09e67e025e8cd74,NULL,65d75a2ce09e67e025e8cd30,NULL,0,34.8744,57.4331
1210,65d8b217e09e67e025e8cd75,NULL,65d75a2ce09e67e025e8cd30,NULL,0,34.8767,51.2535
1211,65d8b2bce09e67e025e8cd76,NULL,65d75a2ce09e67e025e8cd30,NULL,0,26.7381,33.9906
1212,65d8b327e09e67e025e8cd77,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.4374,30.3349
1213,65d8b3f9e09e67e025e8cd78,NULL,65d75a2ce09e67e025e8cd30,NULL,0,27.7939,34.3639
1214,65d8b4e2e09e67e025e8cd79,NULL,65d75a2ce09e67e025e8cd30,NULL,0,16.8888,21.8871
1215,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75d08e09e67e025e8cd36,0,17.1875,22.2608
1216,65d8b5cae09e67e025e8cd7a,NULL,65d75a2ce09e67e025e8cd30,NULL,0,7.72388,13.067
1217,65d8b679e09e67e025e8cd7b,65d8b6f8e09e67e025e8cd7c,NULL,NULL,0,0,0
1218,65d8b679e09e67e025e8cd7b,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.6166,29.5252
1219,65d8b6f8e09e67e025e8cd7c,NULL,65d75a2ce09e67e025e8cd30,NULL,0,24.6166,29.5252
1220,65d8b770e09e67e025e8cd7d,65d8b7d1e09e67e025e8cd7e,NULL,NULL,0,0,0
1221,65d8b770e09e67e025e8cd7d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,26.2252,30.9736
1222,65d8b7d1e09e67e025e8cd7e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,26.2252,30.9736
1223,65d8b845e09e67e025e8cd7f,65d8b8b7e09e67e025e8cd80,NULL,NULL,0,0,0
1224,65d8b845e09e67e025e8cd7f,65d8b9c0e09e67e025e8cd82,NULL,NULL,0,0,0
1225,65d8b845e09e67e025e8cd7f,65e5e60a38f826f29267201e,NULL,NULL,0,0,0
1226,65d8b845e09e67e025e8cd7f,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.3509,29.927
1227,65d8b8b7e09e67e025e8cd80,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.3509,29.927
1228,65d8b9c0e09e67e025e8cd82,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.3509,29.927
1229,65e5e60a38f826f29267201e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,25.3509,29.927
1230,65d8baa4e09e67e025e8cd84,NULL,65d75a2ce09e67e025e8cd30,NULL,0,28.273,34.1968
1231,65d8bb48e09e67e025e8cd85,NULL,65d75a2ce09e67e025e8cd30,NULL,0,29.353,38.9099
1232,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75d4ce09e67e025e8cd37,0,5.84945,11.2469
1233,65d8c331e09e67e025e8cd93,NULL,65d75a2ce09e67e025e8cd30,NULL,0,52.06,56.485
1234,65d8c3ace09e67e025e8cd94,NULL,65d75a2ce09e67e025e8cd30,NULL,0,54.9764,59.4083
1235,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75d80e09e67e025e8cd38,0,35.1748,38.4587
1236,65d8cacce09e67e025e8cd9d,NULL,65d75a2ce09e67e025e8cd30,NULL,0,27.5814,30.1532
1237,65d8cb39e09e67e025e8cd9e,NULL,65d75a2ce09e67e025e8cd30,NULL,0,12.318,20.3408
1238,NULL,NULL,65d75a2ce09e67e025e8cd30,65d75da9e09e67e025e8cd39,0,1.85844,4.76708
1239,65d8cf94e09e67e025e8cda7,NULL,65d75a2ce09e67e025e8cd30,NULL,0,13.5189,23.5934
1240,65d8cff4e09e67e025e8cda8,NULL,65d75a2ce09e67e025e8cd30,NULL,0,30.2575,43.0325
1241,65d8d05fe09e67e025e8cda9,NULL,65d75bb0e09e67e025e8cd31,NULL,0,74.1249,82.4608
1242,65d8d732e09e67e025e8cdb6,NULL,65d75bb0e09e67e025e8cd31,NULL,0,17.5996,26.0017
1243,65d8d7c4e09e67e025e8cdb7,NULL,65d75bb0e09e67e025e8cd31,NULL,0,17.5996,26.0017
1244,NULL,NULL,65d75bb0e09e67e025e8cd31,65d75dd5e09e67e025e8cd3a,0,51.1589,53.5338
1245,65d8bec4e09e67e025e8cd8b,NULL,65d75bb0e09e67e025e8cd31,NULL,0,68.7203,77.0297
1246,65d8bf9ce09e67e025e8cd8c,NULL,65d75bb0e09e67e025e8cd31,NULL,0,68.7203,77.0297
1247,65e5cc1b38f826f292671fed,NULL,65d75bb0e09e67e025e8cd31,NULL,0,54.1769,59.9042
1248,65d8d0bee09e67e025e8cdaa,NULL,65d75bb0e09e67e025e8cd31,NULL,0,54.5407,63.2384
1249,65d8d17be09e67e025e8cdab,NULL,65d75bb0e09e67e025e8cd31,NULL,0,18.2878,24.7177
1250,65d8d1dae09e67e025e8cdac,NULL,65d75bb0e09e67e025e8cd31,NULL,0,18.5894,25.3754
1251,65e5d9ad38f826f292672007,NULL,65d75bb0e09e67e025e8cd31,NULL,0,32.9101,52.1141
1252,65d8d255e09e67e025e8cdad,NULL,65d75bb0e09e67e025e8cd31,NULL,0,24.3056,31.4305
1253,65d8d8fee09e67e025e8cdba,NULL,65d75bb0e09e67e025e8cd31,NULL,0,24.3056,31.4305
1254,65e5da5138f826f292672008,NULL,65d75bb0e09e67e025e8cd31,NULL,0,42.5594,51.7151
1255,65d8d32ae09e67e025e8cdae,NULL,65d75bb0e09e67e025e8cd31,NULL,0,21.5872,35.5816
1256,65d8d3f8e09e67e025e8cdaf,NULL,65d75bb0e09e67e025e8cd31,NULL,0,17.6893,27.0875
1257,65d8d451e09e67e025e8cdb0,NULL,65d75bb0e09e67e025e8cd31,NULL,0,24.1895,30.2843
1258,65d8cbcee09e67e025e8cd9f,NULL,65d75bb0e09e67e025e8cd31,NULL,0,59.0805,66.9587
1259,65e5d77e38f826f292672002,NULL,65d75bb0e09e67e025e8cd31,NULL,0,33.072,38.437
1260,65d8d4b3e09e67e025e8cdb1,NULL,65d75bb0e09e67e025e8cd31,NULL,0,26.1732,39.9536
1261,65d8cc36e09e67e025e8cda0,NULL,65d75bb0e09e67e025e8cd31,NULL,0,56.3049,58.416
